employee_id,name,department,job_title,location,annual_salary_inr,years_experience,age,status,performance_rating,projects_completed,joining_year,manager_name,employment_type,primary_skills
10950,Vikram Nair,Product,Product Manager,Mumbai,1354862,7.7,29,Active,Good,2,2016,Kabir Nair,Contract,"Risk Analysis, Excel, SQL"
10951,Riya Patel,Finance,Finance Manager,Ahmedabad,1744572,9.2,38,Notice Period,Good,5,2020,Tanvi Sharma,Contract,"SQL, Power BI, Excel"
10952,Riya Mehta,Marketing,Marketing Specialist,Gurugram,503356,13.2,48,Active,Needs Improvement,8,2014,Simran Rao,Full Time,"Data Governance, SQL, Collibra"
10953,Meera Singh,Product,Associate Product Manager,Gurugram,1653906,3.9,42,Active,Excellent,6,2023,Neha Desai,Full Time,"Machine Learning, Python, Scikit-learn"
10954,Nikhil Joshi,Data Engineering,Senior Data Engineer,Pune,1565129,7.4,35,On Leave,Good,5,2024,Sneha Khan,Full Time,"Risk Analysis, Excel, SQL"
10955,Neha Mehta,Analytics,Business Analyst,Kolkata,1869949,1.9,57,Active,Excellent,4,2016,Pooja Kulkarni,Full Time,"Python, SQL, Pandas"
10956,Simran Kulkarni,Cybersecurity,Security Engineer,Ahmedabad,1477203,12.4,41,Active,Very Good,3,2013,Aditi Nair,Full Time,"AWS, Docker, Kubernetes"
10957,Sneha Sharma,Cybersecurity,IAM Analyst,Hyderabad,1123707,14.1,27,Active,Very Good,2,2023,Varun Khan,Full Time,"Machine Learning, Python, Scikit-learn"
10958,Aditi Iyer,Analytics,BI Analyst,Delhi,2073857,4.6,35,Active,Good,1,2026,Dev Iyer,Full Time,"Java, Spring Boot, SQL"
10959,Aditi Kapoor,Human Resources,HR Analyst,Ahmedabad,1142017,13.7,54,On Leave,Needs Improvement,2,2019,Aditya Shah,Full Time,"Java, Spring Boot, SQL"
10960,Vikram Joshi,Cybersecurity,Security Engineer,Delhi,714224,13.8,41,Active,Very Good,4,2017,Aditi Joshi,Full Time,"Data Governance, SQL, Collibra"
10961,Isha Patel,Data Engineering,Data Platform Engineer,Delhi,771420,9.1,33,Notice Period,Needs Improvement,6,2013,Harsh Nair,Full Time,"Excel, SQL, Tableau"
10962,Meera Mehta,Finance,Financial Analyst,Bengaluru,2088040,2.5,51,Notice Period,Very Good,4,2011,Neha Kapoor,Full Time,"Java, Spring Boot, SQL"
10963,Ananya Rao,Finance,Financial Analyst,Pune,654606,10.2,31,Active,Very Good,8,2018,Ananya Desai,Contract,"Machine Learning, Python, Scikit-learn"
10964,Kabir Joshi,Human Resources,Talent Partner,Chennai,702057,4.5,27,On Leave,Good,4,2014,Rahul Sharma,Full Time,"Python, PySpark, AWS"
10965,Pooja Sharma,Operations,Operations Manager,Ahmedabad,809003,6.3,54,Active,Very Good,4,2013,Aditya Nair,Full Time,"Python, PySpark, AWS"
10966,Isha Verma,Finance,Financial Analyst,Chennai,1511553,3.3,51,Active,Needs Improvement,2,2020,Karan Mehta,Full Time,"LLM, RAG, LangChain, Python"
10967,Riya Khan,Human Resources,Talent Partner,Hyderabad,677111,2.9,50,Active,Meets Expectations,7,2026,Harsh Nair,Full Time,"SQL, Power BI, Excel"
10968,Ananya Kapoor,Technology,Backend Developer,Gurugram,1508043,8.0,31,On Leave,Needs Improvement,3,2019,Pooja Kulkarni,Contract,"Java, Spring Boot, SQL"
10969,Varun Sharma,Data Engineering,Senior Data Engineer,Gurugram,976979,2.6,58,Active,Meets Expectations,3,2022,Maya Patel,Full Time,"LLM, RAG, LangChain, Python"
10970,Aarav Kapoor,Sales,Sales Manager,Noida,2205383,2.1,28,Active,Good,1,2025,Manish Kulkarni,Full Time,"SQL, Power BI, Excel"
10971,Priya Patel,Sales,Sales Analyst,Kolkata,1688371,3.6,26,On Leave,Excellent,8,2019,Sneha Patel,Contract,"LLM, RAG, LangChain, Python"
10972,Harsh Singh,Sales,Business Development Executive,Bengaluru,2329746,1.7,43,On Leave,Excellent,7,2014,Harsh Kapoor,Full Time,"Python, PySpark, AWS"
10973,Rohan Singh,Cybersecurity,IAM Analyst,Mumbai,2185378,5.6,36,Active,Needs Improvement,5,2020,Harsh Rao,Full Time,"SQL, Power BI, Excel"
10974,Manish Verma,Technology,ML Engineer,Noida,1576413,4.3,58,Notice Period,Meets Expectations,5,2024,Rahul Shah,Full Time,"SQL, Power BI, Excel"
10975,Meera Rao,Technology,AI Engineer,Bengaluru,790571,5.1,33,Active,Meets Expectations,1,2013,Naina Joshi,Contract,"AWS, Docker, Kubernetes"
10976,Kabir Patel,Operations,Program Coordinator,Hyderabad,930350,11.1,47,Active,Meets Expectations,8,2024,Karan Nair,Full Time,"Excel, SQL, Tableau"
10977,Nikhil Shah,Sales,Account Executive,Chennai,2146084,10.7,22,Active,Meets Expectations,7,2021,Dev Mehta,Full Time,"Excel, SQL, Tableau"
10978,Karan Kapoor,Technology,Software Engineer,Delhi,1077922,2.3,33,Active,Excellent,6,2015,Naina Kulkarni,Contract,"LLM, RAG, LangChain, Python"
10979,Aditi Nair,Sales,Account Executive,Ahmedabad,797564,4.0,51,Active,Very Good,3,2021,Karan Iyer,Full Time,"Risk Analysis, Excel, SQL"
10980,Pooja Joshi,Sales,Sales Manager,Mumbai,1201421,7.9,22,Active,Excellent,8,2017,Riya Patel,Full Time,"Data Governance, SQL, Collibra"
10981,Neha Kapoor,Sales,Sales Manager,Gurugram,1437868,0.6,21,On Leave,Needs Improvement,6,2017,Karan Iyer,Full Time,"Data Governance, SQL, Collibra"
10982,Kabir Kapoor,Cybersecurity,Security Engineer,Hyderabad,1972846,4.0,49,Active,Excellent,4,2015,Pooja Rao,Contract,"Python, PySpark, AWS"
10983,Aditi Verma,Operations,Program Coordinator,Bengaluru,2279070,9.6,42,Notice Period,Good,2,2012,Varun Joshi,Full Time,"Machine Learning, Python, Scikit-learn"
10984,Vikram Kulkarni,Data Engineering,ETL Developer,Mumbai,555535,5.8,21,On Leave,Meets Expectations,8,2014,Maya Gupta,Full Time,"LLM, RAG, LangChain, Python"
10985,Tanvi Iyer,Technology,AI Engineer,Chennai,917100,4.7,21,Active,Needs Improvement,6,2017,Arjun Singh,Full Time,"Machine Learning, Python, Scikit-learn"
10986,Arjun Kulkarni,Analytics,Senior Data Analyst,Bengaluru,2056437,11.4,43,On Leave,Needs Improvement,5,2011,Riya Nair,Contract,"Python, SQL, Pandas"
10987,Maya Kapoor,Marketing,Growth Analyst,Gurugram,851858,7.1,31,Notice Period,Excellent,5,2015,Yash Nair,Full Time,"SQL, Power BI, Excel"
10988,Aditya Nair,Human Resources,Talent Partner,Chennai,1217199,3.8,48,Active,Very Good,5,2014,Simran Singh,Full Time,"Data Governance, SQL, Collibra"
10989,Priya Patel,Finance,Financial Analyst,Ahmedabad,1396911,10.0,34,Active,Needs Improvement,8,2023,Tanvi Mehta,Full Time,"AWS, Docker, Kubernetes"
10990,Ananya Kapoor,Human Resources,People Operations Analyst,Gurugram,962800,4.7,29,On Leave,Needs Improvement,3,2014,Aditya Gupta,Contract,"Risk Analysis, Excel, SQL"
10991,Dev Kapoor,Analytics,BI Analyst,Noida,853248,4.0,36,On Leave,Excellent,1,2019,Pooja Iyer,Full Time,"Java, Spring Boot, SQL"
10992,Naina Iyer,Technology,Backend Developer,Bengaluru,1130253,9.2,41,Active,Meets Expectations,2,2019,Ananya Rao,Full Time,"LLM, RAG, LangChain, Python"
10993,Vikram Kapoor,Finance,Risk Analyst,Mumbai,1563999,2.6,50,Active,Needs Improvement,8,2018,Yash Kulkarni,Full Time,"Excel, SQL, Tableau"
10994,Kabir Rao,Operations,Program Coordinator,Noida,1327986,7.7,36,On Leave,Meets Expectations,8,2016,Kavya Nair,Full Time,"AWS, Docker, Kubernetes"
10995,Varun Verma,Operations,Operations Analyst,Ahmedabad,1165218,3.0,31,Active,Meets Expectations,6,2015,Yash Khan,Contract,"Python, SQL, Pandas"
10996,Ananya Patel,Product,Product Manager,Hyderabad,1148083,8.8,37,Active,Good,6,2021,Nikhil Kapoor,Full Time,"Machine Learning, Python, Scikit-learn"
10997,Isha Kulkarni,Technology,Software Engineer,Gurugram,489651,9.5,51,Active,Excellent,2,2025,Vikram Joshi,Full Time,"Python, PySpark, AWS"
10998,Priya Nair,Analytics,Business Analyst,Hyderabad,1090521,2.5,25,On Leave,Excellent,6,2013,Siddharth Sharma,Contract,"Python, SQL, Pandas"
10999,Ananya Iyer,Product,Product Manager,Gurugram,549586,13.7,29,On Leave,Excellent,5,2013,Neha Rao,Full Time,"Data Governance, SQL, Collibra"
11000,Arjun Sharma,Technology,ML Engineer,Chennai,1131666,4.2,54,Active,Excellent,6,2019,Aditi Nair,Full Time,"Data Governance, SQL, Collibra"
11001,Riya Iyer,Technology,Backend Developer,Pune,470601,14.7,57,On Leave,Meets Expectations,6,2013,Rohan Iyer,Contract,"Python, PySpark, AWS"
11002,Vikram Joshi,Technology,Backend Developer,Bengaluru,1448706,5.6,53,On Leave,Meets Expectations,8,2026,Yash Mehta,Contract,"LLM, RAG, LangChain, Python"
11003,Aditi Mehta,Marketing,Digital Marketing Manager,Pune,643091,7.6,45,Notice Period,Good,6,2014,Priya Sharma,Contract,"Python, PySpark, AWS"
11004,Harsh Gupta,Cybersecurity,Security Analyst,Chennai,1178401,12.7,32,Notice Period,Good,2,2017,Ananya Nair,Contract,"Risk Analysis, Excel, SQL"
11005,Kabir Mehta,Operations,Operations Manager,Ahmedabad,1801596,6.3,36,Active,Needs Improvement,1,2015,Varun Khan,Full Time,"SQL, Power BI, Excel"
11006,Nikhil Verma,Operations,Operations Analyst,Mumbai,1873502,4.8,33,Notice Period,Very Good,6,2013,Isha Desai,Full Time,"Risk Analysis, Excel, SQL"
11007,Dev Iyer,Product,Product Manager,Delhi,2326577,2.5,21,Notice Period,Good,1,2017,Arjun Rao,Full Time,"Machine Learning, Python, Scikit-learn"
11008,Aditi Patel,Operations,Process Analyst,Bengaluru,1182776,4.2,54,Active,Good,6,2013,Dev Desai,Full Time,"AWS, Docker, Kubernetes"
11009,Karan Kulkarni,Human Resources,People Operations Analyst,Delhi,570863,12.8,34,Active,Needs Improvement,6,2016,Riya Singh,Full Time,"Python, PySpark, AWS"
11010,Rahul Desai,Technology,Software Engineer,Mumbai,1311799,1.8,48,Active,Meets Expectations,2,2019,Rohan Khan,Full Time,"Python, SQL, Pandas"
11011,Maya Gupta,Operations,Program Coordinator,Kolkata,460641,6.2,33,Active,Good,8,2025,Dev Mehta,Full Time,"Python, PySpark, AWS"
11012,Naina Joshi,Data Engineering,Senior Data Engineer,Delhi,2326760,8.7,22,Active,Meets Expectations,2,2024,Sneha Patel,Full Time,"Machine Learning, Python, Scikit-learn"
11013,Yash Khan,Cybersecurity,Cybersecurity Engineer,Chennai,1959476,3.7,55,Notice Period,Very Good,2,2022,Aarav Patel,Full Time,"Excel, SQL, Tableau"
11014,Ananya Kulkarni,Marketing,Marketing Analyst,Delhi,991803,11.3,21,On Leave,Good,1,2018,Sneha Nair,Full Time,"Machine Learning, Python, Scikit-learn"
11015,Ananya Verma,Analytics,Senior Data Analyst,Mumbai,2183123,8.0,51,Active,Good,8,2023,Aarav Khan,Contract,"Risk Analysis, Excel, SQL"
11016,Tanvi Nair,Marketing,Marketing Specialist,Hyderabad,2050752,14.8,40,Notice Period,Excellent,6,2015,Pooja Nair,Full Time,"Risk Analysis, Excel, SQL"
11017,Rohan Rao,Product,Product Operations Analyst,Gurugram,1217004,4.7,30,Active,Very Good,3,2013,Pooja Kulkarni,Full Time,"Data Governance, SQL, Collibra"
11018,Kavya Nair,Marketing,Marketing Specialist,Kolkata,455967,1.7,37,On Leave,Needs Improvement,5,2014,Arjun Nair,Full Time,"Data Governance, SQL, Collibra"
11019,Sneha Mehta,Finance,Financial Analyst,Pune,1455027,3.7,25,Active,Very Good,5,2019,Yash Kulkarni,Contract,"Excel, SQL, Tableau"
11020,Aditi Singh,Marketing,Marketing Specialist,Pune,1320242,9.6,33,Active,Needs Improvement,2,2020,Kavya Patel,Contract,"Java, Spring Boot, SQL"
11021,Tanvi Khan,Analytics,Business Analyst,Delhi,542583,1.2,34,Active,Excellent,6,2012,Yash Sharma,Full Time,"Data Governance, SQL, Collibra"
11022,Kabir Patel,Cybersecurity,Security Analyst,Ahmedabad,2195000,12.6,24,Active,Meets Expectations,4,2022,Aditya Nair,Contract,"Python, PySpark, AWS"
11023,Naina Kapoor,Finance,Finance Manager,Chennai,1818427,1.6,55,On Leave,Needs Improvement,3,2015,Varun Nair,Full Time,"Python, SQL, Pandas"
11024,Varun Verma,Cybersecurity,Security Analyst,Bengaluru,1898967,8.5,46,Active,Meets Expectations,6,2013,Pooja Rao,Full Time,"LLM, RAG, LangChain, Python"
11025,Priya Shah,Marketing,Marketing Specialist,Mumbai,955737,11.5,24,On Leave,Excellent,2,2025,Dev Mehta,Contract,"Machine Learning, Python, Scikit-learn"
11026,Neha Patel,Product,Product Analyst,Chennai,1123017,1.9,23,Active,Excellent,7,2012,Aditi Desai,Full Time,"LLM, RAG, LangChain, Python"
11027,Varun Rao,Finance,FP&A Analyst,Delhi,1190444,11.7,56,Notice Period,Needs Improvement,5,2025,Aditya Nair,Contract,"Python, PySpark, AWS"
11028,Rohan Desai,Sales,Sales Manager,Mumbai,818605,6.3,35,Active,Meets Expectations,8,2023,Varun Kapoor,Full Time,"Data Governance, SQL, Collibra"
11029,Nikhil Mehta,Operations,Program Coordinator,Gurugram,2062960,4.6,43,Notice Period,Good,7,2013,Kabir Mehta,Full Time,"Risk Analysis, Excel, SQL"
11030,Ananya Mehta,Cybersecurity,Security Analyst,Chennai,585517,5.5,44,On Leave,Very Good,2,2021,Manish Nair,Full Time,"LLM, RAG, LangChain, Python"
11031,Manish Khan,Sales,Business Development Executive,Bengaluru,1080918,1.6,46,Active,Excellent,2,2022,Aarav Iyer,Full Time,"LLM, RAG, LangChain, Python"
11032,Shreya Nair,Technology,Backend Developer,Ahmedabad,1464874,9.5,52,Active,Good,8,2018,Harsh Patel,Full Time,"Risk Analysis, Excel, SQL"
11033,Sneha Khan,Operations,Process Analyst,Kolkata,811421,11.6,30,Active,Very Good,8,2019,Kavya Sharma,Full Time,"Python, PySpark, AWS"
11034,Pooja Shah,Product,Product Operations Analyst,Hyderabad,1175031,0.7,27,Active,Very Good,3,2014,Simran Joshi,Contract,"AWS, Docker, Kubernetes"
11035,Aditi Kapoor,Analytics,Business Analyst,Mumbai,467587,8.2,26,Active,Excellent,8,2023,Harsh Patel,Contract,"Python, SQL, Pandas"
11036,Nikhil Kapoor,Data Engineering,Data Platform Engineer,Gurugram,1303670,1.2,22,Active,Good,4,2018,Maya Iyer,Contract,"AWS, Docker, Kubernetes"
11037,Neha Khan,Data Engineering,ETL Developer,Chennai,1566332,11.7,43,Active,Very Good,5,2014,Shreya Sharma,Contract,"Java, Spring Boot, SQL"
11038,Naina Nair,Human Resources,People Operations Analyst,Pune,2342021,4.7,40,On Leave,Good,6,2016,Aditya Rao,Full Time,"LLM, RAG, LangChain, Python"
11039,Priya Joshi,Analytics,BI Analyst,Hyderabad,1641499,1.6,23,Notice Period,Meets Expectations,4,2015,Naina Patel,Contract,"LLM, RAG, LangChain, Python"
11040,Vikram Kapoor,Marketing,Growth Analyst,Gurugram,1048842,13.4,45,Active,Excellent,6,2013,Tanvi Mehta,Contract,"SQL, Power BI, Excel"
11041,Tanvi Shah,Human Resources,HR Manager,Bengaluru,2385482,13.2,48,Active,Needs Improvement,6,2026,Kabir Gupta,Full Time,"Python, PySpark, AWS"
11042,Aarav Verma,Operations,Operations Manager,Kolkata,622166,1.7,33,Notice Period,Excellent,8,2022,Kabir Patel,Full Time,"Data Governance, SQL, Collibra"
11043,Arjun Sharma,Marketing,Growth Analyst,Gurugram,1691061,9.3,47,Active,Excellent,8,2020,Siddharth Joshi,Full Time,"Data Governance, SQL, Collibra"
11044,Nikhil Gupta,Human Resources,HR Manager,Hyderabad,567451,8.6,22,Active,Very Good,7,2023,Shreya Kulkarni,Full Time,"Python, PySpark, AWS"
11045,Pooja Joshi,Finance,Financial Analyst,Chennai,1950948,9.3,55,Active,Very Good,1,2026,Naina Desai,Contract,"LLM, RAG, LangChain, Python"
11046,Neha Patel,Sales,Sales Analyst,Chennai,533702,3.2,26,Active,Meets Expectations,8,2016,Nikhil Joshi,Full Time,"Excel, SQL, Tableau"
11047,Ananya Desai,Human Resources,Talent Partner,Mumbai,1416760,1.9,57,Active,Excellent,2,2021,Manish Singh,Full Time,"Python, SQL, Pandas"
11048,Harsh Kulkarni,Data Engineering,Data Platform Engineer,Delhi,2060677,6.6,39,Active,Needs Improvement,8,2015,Varun Mehta,Full Time,"LLM, RAG, LangChain, Python"
11049,Naina Patel,Finance,FP&A Analyst,Delhi,1336656,10.0,37,Active,Good,8,2024,Kavya Kapoor,Contract,"Python, SQL, Pandas"
11050,Rahul Gupta,Analytics,Data Analyst,Noida,538952,5.4,54,Active,Meets Expectations,8,2026,Maya Nair,Full Time,"Java, Spring Boot, SQL"
11051,Meera Desai,Operations,Operations Analyst,Chennai,1851231,7.7,37,Active,Needs Improvement,5,2021,Karan Rao,Full Time,"Risk Analysis, Excel, SQL"
11052,Varun Rao,Data Engineering,Senior Data Engineer,Mumbai,1206994,1.2,53,Active,Very Good,8,2023,Arjun Desai,Full Time,"Machine Learning, Python, Scikit-learn"
11053,Kabir Gupta,Cybersecurity,Security Engineer,Noida,2267074,9.0,34,On Leave,Needs Improvement,5,2023,Kavya Kulkarni,Full Time,"Data Governance, SQL, Collibra"
11054,Nikhil Iyer,Data Engineering,Data Engineer,Chennai,942653,13.5,45,On Leave,Excellent,8,2014,Vikram Rao,Contract,"Machine Learning, Python, Scikit-learn"
11055,Arjun Joshi,Data Engineering,Data Engineer,Gurugram,1830498,6.7,49,Active,Excellent,2,2026,Nikhil Kulkarni,Contract,"Risk Analysis, Excel, SQL"
11056,Maya Nair,Technology,Backend Developer,Chennai,906164,3.1,39,Notice Period,Needs Improvement,8,2014,Nikhil Nair,Contract,"Machine Learning, Python, Scikit-learn"
11057,Yash Shah,Marketing,Digital Marketing Manager,Chennai,2192345,8.1,29,Active,Meets Expectations,6,2023,Riya Rao,Full Time,"SQL, Power BI, Excel"
11058,Tanvi Iyer,Technology,Backend Developer,Bengaluru,637951,1.7,41,Active,Meets Expectations,4,2015,Sneha Joshi,Contract,"Python, SQL, Pandas"
11059,Neha Desai,Product,Product Operations Analyst,Hyderabad,1685349,13.2,21,On Leave,Good,3,2011,Aditya Gupta,Contract,"Python, PySpark, AWS"
11060,Kavya Desai,Finance,FP&A Analyst,Ahmedabad,901829,4.9,55,Active,Needs Improvement,8,2024,Tanvi Nair,Full Time,"Excel, SQL, Tableau"
11061,Arjun Kulkarni,Cybersecurity,IAM Analyst,Noida,2002351,8.5,28,Active,Needs Improvement,3,2019,Neha Kapoor,Full Time,"Machine Learning, Python, Scikit-learn"
11062,Pooja Desai,Operations,Operations Analyst,Hyderabad,1943599,11.3,31,Notice Period,Excellent,4,2015,Naina Desai,Full Time,"AWS, Docker, Kubernetes"
11063,Tanvi Rao,Human Resources,HR Manager,Chennai,2276217,5.6,38,Active,Needs Improvement,2,2025,Karan Nair,Full Time,"Python, SQL, Pandas"
11064,Rohan Nair,Sales,Account Executive,Gurugram,636811,1.5,54,Active,Needs Improvement,2,2024,Meera Mehta,Contract,"Java, Spring Boot, SQL"
11065,Manish Kulkarni,Product,Product Operations Analyst,Mumbai,2121320,5.5,41,Notice Period,Meets Expectations,7,2014,Priya Sharma,Full Time,"LLM, RAG, LangChain, Python"
11066,Isha Desai,Data Engineering,ETL Developer,Ahmedabad,1215119,8.5,55,On Leave,Good,4,2016,Isha Desai,Full Time,"AWS, Docker, Kubernetes"
11067,Manish Sharma,Product,Associate Product Manager,Chennai,936038,10.7,30,Active,Needs Improvement,7,2018,Arjun Kapoor,Full Time,"Data Governance, SQL, Collibra"
11068,Ananya Kapoor,Technology,ML Engineer,Chennai,464470,3.6,51,Active,Needs Improvement,3,2020,Sneha Gupta,Contract,"Risk Analysis, Excel, SQL"
11069,Vikram Gupta,Data Engineering,Data Engineer,Delhi,2081527,2.3,28,Active,Very Good,5,2020,Pooja Sharma,Contract,"Data Governance, SQL, Collibra"
11070,Maya Rao,Operations,Process Analyst,Kolkata,2184301,6.7,56,Active,Needs Improvement,7,2016,Rahul Verma,Full Time,"Machine Learning, Python, Scikit-learn"
11071,Rahul Kulkarni,Product,Product Analyst,Noida,577478,6.6,40,Active,Good,8,2012,Siddharth Kapoor,Full Time,"Machine Learning, Python, Scikit-learn"
11072,Vikram Joshi,Finance,Risk Analyst,Hyderabad,2276383,5.7,38,On Leave,Excellent,8,2012,Dev Sharma,Full Time,"Risk Analysis, Excel, SQL"
11073,Arjun Iyer,Product,Associate Product Manager,Noida,1751795,12.9,41,Active,Good,7,2013,Naina Desai,Full Time,"Excel, SQL, Tableau"
11074,Varun Khan,Analytics,BI Analyst,Bengaluru,1025010,1.5,35,Active,Good,5,2016,Yash Sharma,Contract,"Python, PySpark, AWS"
11075,Meera Iyer,Sales,Business Development Executive,Noida,1981557,0.5,25,Notice Period,Good,2,2023,Riya Iyer,Full Time,"AWS, Docker, Kubernetes"
11076,Manish Patel,Cybersecurity,IAM Analyst,Mumbai,534169,5.5,41,On Leave,Good,5,2013,Arjun Verma,Full Time,"Python, SQL, Pandas"
11077,Kavya Iyer,Product,Associate Product Manager,Noida,1177422,6.2,27,Notice Period,Meets Expectations,6,2012,Aditi Singh,Full Time,"Machine Learning, Python, Scikit-learn"
11078,Nikhil Kapoor,Cybersecurity,Security Engineer,Noida,2159860,9.1,29,On Leave,Good,7,2020,Aarav Mehta,Contract,"LLM, RAG, LangChain, Python"
11079,Priya Kapoor,Human Resources,Talent Partner,Kolkata,1427027,10.1,29,Active,Very Good,1,2020,Siddharth Kapoor,Full Time,"Java, Spring Boot, SQL"
11080,Manish Kapoor,Finance,Risk Analyst,Noida,2339303,1.4,43,On Leave,Needs Improvement,4,2019,Karan Rao,Contract,"LLM, RAG, LangChain, Python"
11081,Yash Rao,Product,Product Analyst,Chennai,1707289,4.6,51,Active,Very Good,6,2018,Harsh Kulkarni,Full Time,"AWS, Docker, Kubernetes"
11082,Shreya Khan,Human Resources,HR Analyst,Noida,830038,6.6,33,Active,Needs Improvement,1,2020,Rohan Joshi,Full Time,"Machine Learning, Python, Scikit-learn"
11083,Kabir Verma,Cybersecurity,Security Engineer,Delhi,1021037,1.4,23,Active,Meets Expectations,6,2026,Priya Kapoor,Full Time,"SQL, Power BI, Excel"
11084,Dev Nair,Human Resources,HR Manager,Pune,1933723,3.6,57,Active,Good,3,2026,Varun Kulkarni,Full Time,"Data Governance, SQL, Collibra"
11085,Naina Verma,Marketing,Marketing Specialist,Hyderabad,2337745,10.8,44,Active,Needs Improvement,7,2023,Aarav Nair,Full Time,"Python, SQL, Pandas"
11086,Aditya Shah,Analytics,Business Analyst,Delhi,1703262,4.6,22,Active,Meets Expectations,2,2011,Pooja Verma,Full Time,"Risk Analysis, Excel, SQL"
11087,Yash Verma,Product,Product Manager,Pune,2053676,11.7,34,Active,Excellent,8,2024,Aditya Gupta,Full Time,"Excel, SQL, Tableau"
11088,Vikram Rao,Operations,Process Analyst,Chennai,2214216,6.6,50,Active,Very Good,7,2022,Nikhil Sharma,Full Time,"Java, Spring Boot, SQL"
11089,Manish Kapoor,Cybersecurity,IAM Analyst,Mumbai,2047553,9.0,57,On Leave,Excellent,7,2025,Rahul Joshi,Contract,"Python, PySpark, AWS"
11090,Aditi Desai,Product,Product Operations Analyst,Pune,1077580,1.3,23,Active,Needs Improvement,3,2020,Naina Gupta,Full Time,"Data Governance, SQL, Collibra"
11091,Arjun Khan,Data Engineering,Data Engineer,Bengaluru,641135,8.6,58,Active,Needs Improvement,4,2021,Priya Mehta,Full Time,"LLM, RAG, LangChain, Python"
11092,Kabir Kulkarni,Technology,ML Engineer,Delhi,471037,14.7,48,Active,Excellent,6,2026,Tanvi Iyer,Full Time,"SQL, Power BI, Excel"
11093,Pooja Kapoor,Technology,Software Engineer,Chennai,2024983,3.6,32,Notice Period,Good,6,2014,Neha Shah,Contract,"LLM, RAG, LangChain, Python"
11094,Isha Joshi,Analytics,Data Analyst,Hyderabad,1112301,4.7,38,Active,Good,8,2017,Tanvi Kulkarni,Contract,"Data Governance, SQL, Collibra"
11095,Aditi Rao,Marketing,Marketing Analyst,Gurugram,2227700,10.5,54,Active,Meets Expectations,6,2025,Naina Nair,Full Time,"Machine Learning, Python, Scikit-learn"
11096,Kavya Verma,Human Resources,People Operations Analyst,Gurugram,765637,6.1,45,On Leave,Meets Expectations,3,2013,Tanvi Iyer,Full Time,"Excel, SQL, Tableau"
11097,Nikhil Kulkarni,Human Resources,Talent Partner,Bengaluru,1099676,7.4,47,Notice Period,Good,3,2014,Priya Shah,Contract,"Excel, SQL, Tableau"
11098,Rohan Khan,Data Engineering,Data Engineer,Kolkata,1354028,2.5,49,Active,Good,7,2020,Naina Patel,Contract,"Python, PySpark, AWS"
11099,Manish Gupta,Marketing,Marketing Analyst,Gurugram,2282455,14.3,24,Active,Excellent,6,2025,Sneha Khan,Contract,"Machine Learning, Python, Scikit-learn"
11100,Arjun Gupta,Data Engineering,ETL Developer,Mumbai,532512,10.8,35,Active,Excellent,5,2016,Varun Kulkarni,Contract,"Machine Learning, Python, Scikit-learn"
11101,Arjun Rao,Finance,Financial Analyst,Chennai,966896,1.9,40,Active,Needs Improvement,6,2026,Maya Verma,Full Time,"Risk Analysis, Excel, SQL"
11102,Aarav Verma,Data Engineering,ETL Developer,Noida,1247511,6.6,35,Active,Good,2,2015,Neha Iyer,Full Time,"Machine Learning, Python, Scikit-learn"
11103,Karan Iyer,Cybersecurity,Security Analyst,Pune,524288,9.3,34,On Leave,Excellent,8,2019,Neha Singh,Contract,"Python, PySpark, AWS"
11104,Kabir Rao,Operations,Operations Manager,Mumbai,1900787,12.6,42,Active,Meets Expectations,1,2020,Sneha Iyer,Contract,"Risk Analysis, Excel, SQL"
11105,Ananya Kapoor,Finance,Financial Analyst,Gurugram,2369178,6.3,38,Active,Needs Improvement,3,2017,Aditya Patel,Contract,"Python, PySpark, AWS"
11106,Dev Sharma,Product,Associate Product Manager,Mumbai,1002618,9.7,41,Active,Excellent,6,2020,Rahul Gupta,Contract,"Risk Analysis, Excel, SQL"
11107,Sneha Kulkarni,Technology,Backend Developer,Ahmedabad,604449,6.6,44,Active,Very Good,7,2025,Tanvi Singh,Contract,"AWS, Docker, Kubernetes"
11108,Shreya Desai,Human Resources,People Operations Analyst,Bengaluru,2252732,5.1,37,On Leave,Good,3,2019,Sneha Rao,Full Time,"Data Governance, SQL, Collibra"
11109,Kavya Verma,Cybersecurity,Security Engineer,Bengaluru,1215402,6.0,52,Active,Meets Expectations,2,2025,Arjun Iyer,Contract,"Risk Analysis, Excel, SQL"
11110,Kabir Gupta,Finance,Financial Analyst,Mumbai,1434824,12.0,53,Notice Period,Needs Improvement,1,2015,Arjun Singh,Full Time,"Python, SQL, Pandas"
11111,Arjun Khan,Human Resources,HR Analyst,Bengaluru,1100559,1.0,56,On Leave,Meets Expectations,7,2021,Dev Verma,Full Time,"Excel, SQL, Tableau"
11112,Simran Patel,Sales,Sales Manager,Kolkata,1898843,8.7,25,On Leave,Excellent,4,2019,Maya Desai,Contract,"Python, SQL, Pandas"
11113,Karan Rao,Technology,Software Engineer,Gurugram,627264,0.6,56,Active,Excellent,8,2021,Sneha Joshi,Contract,"AWS, Docker, Kubernetes"
11114,Riya Rao,Sales,Sales Manager,Gurugram,2077195,9.2,23,On Leave,Excellent,1,2026,Dev Shah,Contract,"LLM, RAG, LangChain, Python"
